dt_iso,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_description
2016-04-14 18:00:00 +0000 UTC,294.81,294.15,295.15,1020,43,2,54,90,overcast clouds
2016-04-14 19:00:00 +0000 UTC,295.47,295.15,296.15,1020,46,4,50,40,scattered clouds
2016-04-14 20:00:00 +0000 UTC,296.15,296.15,296.15,1019,40,2,320,1,sky is clear
2016-04-14 21:00:00 +0000 UTC,297.15,297.15,297.15,1018,36,4,30,40,scattered clouds
2016-04-14 22:00:00 +0000 UTC,296.51,295.15,297.15,1019,40,3,220,90,overcast clouds
2016-04-15 00:00:00 +0000 UTC,294.19,292.15,295.15,1019,55,1,108,75,broken clouds
2016-04-15 01:00:00 +0000 UTC,293.08,291.15,294.15,1018,43,1,110,90,overcast clouds
2016-04-15 02:00:00 +0000 UTC,292.19,290.15,294.15,1020,55,2,270,90,overcast clouds
2016-04-15 03:00:00 +0000 UTC,291.44,290.15,292.15,1019,59,6,240,90,light rain
2016-04-15 04:00:00 +0000 UTC,290.2,288.15,292.15,1020,67,2,221,40,scattered clouds
2016-04-15 05:00:00 +0000 UTC,288.9,285.15,291.15,1020,81,2,221,1,sky is clear
2016-04-15 06:00:00 +0000 UTC,288.24,284.15,290.15,1021,87,2,221,1,sky is clear
2016-04-15 07:00:00 +0000 UTC,286.69,283.15,290.15,1019,71,1,50,75,broken clouds
2016-04-15 08:00:00 +0000 UTC,286.9,283.15,289.15,1022,81,1,280,1,sky is clear
2016-04-15 09:00:00 +0000 UTC,286.37,283.15,289.15,1020,71,2,20,75,broken clouds
2016-04-15 10:00:00 +0000 UTC,286.2,284.15,288.15,1022,66,2,240,1,sky is clear
2016-04-15 11:00:00 +0000 UTC,285.4,283.15,287.15,1021,66,2,30,1,sky is clear
2016-04-15 12:00:00 +0000 UTC,287.15,286.15,288.15,1024,50,1,190,40,scattered clouds
2016-04-15 14:00:00 +0000 UTC,289.81,289.15,290.15,1024,42,1,130,1,sky is clear
2016-04-15 15:00:00 +0000 UTC,291.12,290.15,292.15,1023,45,3,30,75,broken clouds
2016-04-15 16:00:00 +0000 UTC,292.83,292.15,294.15,1024,34,1,180,1,sky is clear
2016-04-15 17:00:00 +0000 UTC,294.15,294.15,294.15,1023,32,1,120,1,sky is clear
2016-04-15 19:00:00 +0000 UTC,294.81,294.15,295.15,1023,28,2,64,1,sky is clear
2016-04-15 20:00:00 +0000 UTC,296.47,296.15,297.15,1022,23,2,130,1,sky is clear
2016-04-15 21:00:00 +0000 UTC,296.47,296.15,297.15,1021,25,3,30,75,broken clouds
2016-04-15 22:00:00 +0000 UTC,295.81,295.15,296.15,1022,23,2,120,1,sky is clear
2016-04-16 00:00:00 +0000 UTC,293.19,291.15,294.15,1023,34,2,56,1,sky is clear
2016-04-16 01:00:00 +0000 UTC,291.04,288.15,294.15,1022,21,1,40,75,broken clouds
2016-04-16 02:00:00 +0000 UTC,288.56,285.15,291.15,1024,58,2,310,1,sky is clear
2016-04-16 03:00:00 +0000 UTC,287.4,285.15,290.15,1023,25,3,180,75,broken clouds
2016-04-16 04:00:00 +0000 UTC,287.17,286.15,289.15,1025,43,1,63,1,sky is clear
2016-04-16 05:00:00 +0000 UTC,284.85,283.15,286.15,1025,61,1,260,1,sky is clear
2016-04-16 06:00:00 +0000 UTC,284.51,284.15,285.15,1024,53,1,60,20,few clouds
2016-04-16 07:00:00 +0000 UTC,283.49,282.15,285.15,1025,53,1,210,1,sky is clear
2016-04-16 08:00:00 +0000 UTC,283.15,282.15,284.15,1024,50,3,20,20,few clouds
2016-04-16 09:00:00 +0000 UTC,281.83,281.15,283.15,1026,65,1,44,1,sky is clear
2016-04-16 10:00:00 +0000 UTC,281.15,280.15,282.15,1025,66,1,44,20,few clouds
2016-04-16 11:00:00 +0000 UTC,280.15,280.15,280.15,1027,70,2,34,1,sky is clear
2016-04-16 12:00:00 +0000 UTC,281.76,280.15,284.15,1028,62,1,170,1,sky is clear
2016-04-16 13:00:00 +0000 UTC,285.18,284.15,286.15,1027,62,1,44,20,few clouds
2016-04-16 14:00:00 +0000 UTC,288.47,287.15,289.15,1028,38,1,44,1,sky is clear
2016-04-16 15:00:00 +0000 UTC,290.47,290.15,291.15,1027,39,2,30,20,few clouds
2016-04-16 16:00:00 +0000 UTC,292.13,291.15,293.15,1027,30,2,330,1,sky is clear
2016-04-16 17:00:00 +0000 UTC,293.79,293.15,294.15,1026,30,3,30,1,sky is clear
2016-04-16 18:00:00 +0000 UTC,295.49,295.15,296.15,1026,28,1,44,1,sky is clear
2016-04-16 19:00:00 +0000 UTC,296.47,296.15,297.15,1025,19,2,110,1,sky is clear
2016-04-16 21:00:00 +0000 UTC,296.47,296.15,297.15,1025,19,2,150,1,sky is clear
2016-04-16 22:00:00 +0000 UTC,296.81,296.15,297.15,1025,55,1,24,1,sky is clear
2016-04-16 23:00:00 +0000 UTC,296.83,296.15,297.15,1024,25,3,20,1,sky is clear
2016-04-17 00:00:00 +0000 UTC,293.24,289.15,295.15,1025,48,1,24,1,sky is clear
2016-04-17 02:00:00 +0000 UTC,288.21,285.15,291.15,1026,58,1,349,1,sky is clear
2016-04-17 03:00:00 +0000 UTC,286.72,284.15,290.15,1025,42,1,349,1,sky is clear
2016-04-17 04:00:00 +0000 UTC,284.55,281.15,287.15,1027,75,0,1,1,sky is clear
2016-04-17 05:00:00 +0000 UTC,283.87,281.15,286.15,1028,75,0,1,1,sky is clear
2016-04-17 06:00:00 +0000 UTC,283.9,280.15,287.15,1028,81,0,1,1,sky is clear
2016-04-17 07:00:00 +0000 UTC,281.44,280.15,282.15,1027,76,3,70,1,sky is clear
2016-04-17 08:00:00 +0000 UTC,280.53,278.15,282.15,1028,86,0,221,1,sky is clear
2016-04-17 09:00:00 +0000 UTC,280.87,278.15,283.15,1029,86,0,221,1,sky is clear
2016-04-17 10:00:00 +0000 UTC,279.4,277.15,281.15,1028,81,0,112,1,sky is clear
2016-04-17 11:00:00 +0000 UTC,279.2,277.15,280.15,1030,93,0,112,1,sky is clear
2016-04-17 12:00:00 +0000 UTC,281.49,281.15,282.15,1031,75,0,112,1,sky is clear
2016-04-17 13:00:00 +0000 UTC,285.13,284.15,286.15,1031,54,0,310,1,sky is clear
2016-04-17 14:00:00 +0000 UTC,289.11,288.15,290.15,1030,42,1,40,1,sky is clear
2016-04-17 15:00:00 +0000 UTC,292.47,292.15,293.15,1031,28,0,1,1,sky is clear
2016-04-17 16:00:00 +0000 UTC,294.13,293.15,295.15,1030,24,1,20,1,sky is clear
2016-04-17 18:00:00 +0000 UTC,296.81,296.15,297.15,1028,23,2,20,1,sky is clear
2016-04-17 19:00:00 +0000 UTC,298.51,297.15,299.15,1027,22,4,20,1,sky is clear
2016-04-17 21:00:00 +0000 UTC,299.47,299.15,300.15,1026,18,2,48,1,sky is clear
2016-04-17 22:00:00 +0000 UTC,299.81,299.15,300.15,1025,19,1,12,1,sky is clear
2016-04-18 00:00:00 +0000 UTC,295.56,292.15,297.15,1026,42,1,12,1,sky is clear
2016-04-18 02:00:00 +0000 UTC,289.87,287.15,292.15,1027,62,1,297,1,sky is clear
2016-04-18 03:00:00 +0000 UTC,288.13,285.15,291.15,1026,39,1,297,1,sky is clear
2016-04-18 04:00:00 +0000 UTC,286.87,284.15,289.15,1028,71,1,256,1,sky is clear
2016-04-18 05:00:00 +0000 UTC,286.04,283.15,289.15,1027,48,3,250,1,sky is clear
2016-04-18 06:00:00 +0000 UTC,284.87,282.15,287.15,1028,81,1,256,1,sky is clear
2016-04-18 07:00:00 +0000 UTC,284.36,281.15,287.15,1027,54,2,192,1,sky is clear
2016-04-18 08:00:00 +0000 UTC,283.9,280.15,286.15,1028,87,2,192,1,sky is clear
2016-04-18 09:00:00 +0000 UTC,282.72,280.15,284.15,1027,71,2,192,1,sky is clear
2016-04-18 10:00:00 +0000 UTC,281.87,279.15,284.15,1028,93,1,166,1,sky is clear
2016-04-18 11:00:00 +0000 UTC,281.4,279.15,284.15,1027,66,2,130,1,sky is clear
2016-04-18 12:00:00 +0000 UTC,283.17,282.15,284.15,1029,81,1,166,1,sky is clear
2016-04-18 13:00:00 +0000 UTC,285.08,283.15,286.15,1028,66,1,209,1,sky is clear
2016-04-18 14:00:00 +0000 UTC,290.47,290.15,291.15,1029,48,1,209,1,sky is clear
2016-04-18 15:00:00 +0000 UTC,293.15,293.15,293.15,1028,42,1,209,20,few clouds
2016-04-18 16:00:00 +0000 UTC,297.11,296.15,299.15,1028,29,2,80,1,sky is clear
2016-04-18 17:00:00 +0000 UTC,299.45,298.15,301.15,1027,24,2,150,1,sky is clear
2016-04-18 19:00:00 +0000 UTC,300.79,300.15,302.15,1026,20,1,270,1,sky is clear
2016-04-18 20:00:00 +0000 UTC,301.81,301.15,302.15,1024,18,1,180,1,sky is clear
2016-04-18 21:00:00 +0000 UTC,302.15,302.15,302.15,1023,16,3,360,40,scattered clouds
2016-04-18 22:00:00 +0000 UTC,301.49,301.15,302.15,1023,21,2,230,1,sky is clear
2016-04-18 23:00:00 +0000 UTC,301.15,301.15,301.15,1023,17,1,50,75,broken clouds
2016-04-19 00:00:00 +0000 UTC,297.19,294.15,299.15,1023,40,1,301,1,sky is clear
2016-04-19 01:00:00 +0000 UTC,294.43,293.15,296.15,1023,27,0,17,75,broken clouds
2016-04-19 02:00:00 +0000 UTC,290.9,287.15,293.15,1024,62,0,17,1,sky is clear
2016-04-19 03:00:00 +0000 UTC,290.4,288.15,293.15,1023,40,0,17,75,broken clouds
2016-04-19 04:00:00 +0000 UTC,288.19,286.15,289.15,1024,66,1,291,1,sky is clear
2016-04-19 05:00:00 +0000 UTC,287.21,284.15,290.15,1024,76,1,291,1,sky is clear
2016-04-19 06:00:00 +0000 UTC,286.36,283.15,290.15,1023,45,1,260,75,broken clouds
2016-04-19 07:00:00 +0000 UTC,285.53,283.15,288.15,1024,81,0,220,1,sky is clear
2016-04-19 08:00:00 +0000 UTC,284.39,282.15,287.15,1023,58,0,220,40,scattered clouds
2016-04-19 09:00:00 +0000 UTC,283.87,281.15,286.15,1024,87,0,220,1,sky is clear
2016-04-19 10:00:00 +0000 UTC,283.4,281.15,286.15,1023,66,1,193,75,broken clouds
2016-04-19 11:00:00 +0000 UTC,283.19,281.15,285.15,1025,93,1,193,1,sky is clear
2016-04-19 12:00:00 +0000 UTC,284.51,283.15,286.15,1025,81,1,193,1,sky is clear
2016-04-19 13:00:00 +0000 UTC,286.4,284.15,289.15,1023,59,1,249,75,broken clouds
2016-04-19 14:00:00 +0000 UTC,291.15,290.15,292.15,1024,55,1,249,1,sky is clear
2016-04-19 15:00:00 +0000 UTC,293.11,292.15,294.15,1024,46,2,280,90,overcast clouds
2016-04-19 16:00:00 +0000 UTC,296.11,295.15,298.15,1023,29,1,90,1,sky is clear
2016-04-19 17:00:00 +0000 UTC,298.79,297.15,300.15,1022,22,1,170,1,sky is clear
2016-04-19 18:00:00 +0000 UTC,300.15,300.15,300.15,1021,26,1,40,1,sky is clear
2016-04-19 20:00:00 +0000 UTC,301.15,301.15,301.15,1020,21,3,300,1,sky is clear
2016-04-19 21:00:00 +0000 UTC,300.82,300.15,301.15,1020,20,1,15,1,sky is clear
2016-04-19 22:00:00 +0000 UTC,300.51,299.15,301.15,1020,24,2,350,1,sky is clear
2016-04-19 23:00:00 +0000 UTC,300.44,299.15,302.15,1019,22,1,8,90,overcast clouds
2016-04-20 00:00:00 +0000 UTC,297.92,293.15,300.15,1020,49,1,8,1,sky is clear
2016-04-20 01:00:00 +0000 UTC,295.72,293.15,297.15,1019,33,2,18,90,overcast clouds
2016-04-20 02:00:00 +0000 UTC,293.26,288.15,296.15,1020,62,2,18,1,sky is clear
2016-04-20 03:00:00 +0000 UTC,291.33,287.15,294.15,1019,40,2,190,90,overcast clouds
2016-04-20 04:00:00 +0000 UTC,290.58,286.15,293.15,1020,71,1,29,1,sky is clear
2016-04-20 05:00:00 +0000 UTC,289.9,286.15,292.15,1020,71,1,29,1,sky is clear
2016-04-20 06:00:00 +0000 UTC,289.58,285.15,292.15,1020,76,1,29,1,sky is clear
2016-04-20 07:00:00 +0000 UTC,288.69,285.15,291.15,1019,55,2,230,90,overcast clouds
2016-04-20 08:00:00 +0000 UTC,288.22,285.15,290.15,1020,76,1,29,1,sky is clear
2016-04-20 09:00:00 +0000 UTC,288.37,285.15,291.15,1018,55,1,190,90,overcast clouds
2016-04-20 10:00:00 +0000 UTC,288.22,285.15,290.15,1020,81,2,42,1,sky is clear
2016-04-20 11:00:00 +0000 UTC,288.04,285.15,290.15,1019,59,1,210,90,overcast clouds
2016-04-20 12:00:00 +0000 UTC,288.53,286.15,290.15,1021,82,2,42,1,sky is clear
2016-04-20 13:00:00 +0000 UTC,290.17,289.15,291.15,1021,63,1,47,1,sky is clear
2016-04-20 14:00:00 +0000 UTC,292.08,290.15,294.15,1020,59,2,70,75,broken clouds
2016-04-20 15:00:00 +0000 UTC,296.79,296.15,298.15,1020,31,3,170,1,sky is clear
2016-04-20 16:00:00 +0000 UTC,298.47,298.15,299.15,1020,29,3,110,1,sky is clear
2016-04-20 17:00:00 +0000 UTC,299.79,299.15,300.15,1019,32,0,95,40,scattered clouds
2016-04-20 18:00:00 +0000 UTC,301.15,301.15,301.15,1018,26,2,170,1,sky is clear
2016-04-20 19:00:00 +0000 UTC,302.15,301.15,303.15,1018,25,3,180,1,sky is clear
2016-04-20 20:00:00 +0000 UTC,302.15,301.15,303.15,1017,23,2,170,1,sky is clear
2016-04-20 22:00:00 +0000 UTC,301.83,301.15,302.15,1016,28,1,170,40,scattered clouds
2016-04-20 23:00:00 +0000 UTC,301.15,300.15,302.15,1016,32,4,220,75,broken clouds
2016-04-21 00:00:00 +0000 UTC,299.18,297.15,300.15,1016,41,3,254,1,sky is clear
2016-04-21 01:00:00 +0000 UTC,296.79,296.15,297.15,1016,33,4,210,75,broken clouds
2016-04-21 02:00:00 +0000 UTC,295.53,293.15,298.15,1018,60,1,150,90,overcast clouds
2016-04-21 03:00:00 +0000 UTC,295.37,292.15,297.15,1018,33,6,190,75,broken clouds
2016-04-21 04:00:00 +0000 UTC,296.49,296.15,297.15,1018,35,2,160,40,scattered clouds
2016-04-21 05:00:00 +0000 UTC,295.79,295.15,296.15,1018,38,4,200,75,broken clouds
2016-04-21 06:00:00 +0000 UTC,292.87,290.15,295.15,1018,67,3,167,1,sky is clear
2016-04-21 07:00:00 +0000 UTC,293.22,290.15,295.15,1018,67,3,180,1,sky is clear
2016-04-21 08:00:00 +0000 UTC,291.72,289.15,294.15,1017,45,3,200,1,sky is clear
2016-04-21 09:00:00 +0000 UTC,289.71,287.15,292.15,1017,42,2,200,75,broken clouds
2016-04-21 10:00:00 +0000 UTC,289.19,287.15,291.15,1018,82,3,180,1,sky is clear
2016-04-21 11:00:00 +0000 UTC,289.36,286.15,293.15,1018,40,4,190,90,overcast clouds
2016-04-21 12:00:00 +0000 UTC,289.15,289.15,289.15,1019,77,3,180,1,sky is clear
2016-04-21 13:00:00 +0000 UTC,291.43,290.15,294.15,1019,37,5,190,75,broken clouds
2016-04-21 14:00:00 +0000 UTC,294.49,294.15,295.15,1019,37,4,170,1,sky is clear
2016-04-21 15:00:00 +0000 UTC,295.79,295.15,296.15,1019,33,5,200,75,broken clouds
2016-04-21 16:00:00 +0000 UTC,296.15,296.15,296.15,1018,40,6,200,1,sky is clear
2016-04-21 17:00:00 +0000 UTC,296.761,296.761,296.761,989,45,4,206,88,overcast clouds
2016-04-21 18:00:00 +0000 UTC,296.761,296.761,296.761,989,45,4,206,88,overcast clouds
2016-04-21 19:00:00 +0000 UTC,296.538,296.538,296.538,987,46,5,206,92,overcast clouds
2016-04-21 20:00:00 +0000 UTC,296.538,296.538,296.538,987,46,5,206,92,overcast clouds
2016-04-21 21:00:00 +0000 UTC,296.538,296.538,296.538,987,46,5,206,92,overcast clouds
2016-04-21 22:00:00 +0000 UTC,295.174,295.174,295.174,987,45,4,192,92,overcast clouds
2016-04-21 23:00:00 +0000 UTC,295.174,295.174,295.174,987,45,4,192,92,overcast clouds
2016-04-22 00:00:00 +0000 UTC,295.174,295.174,295.174,987,45,4,192,92,overcast clouds
2016-04-22 01:00:00 +0000 UTC,293.493,293.493,293.493,988,53,4,203,92,overcast clouds
2016-04-22 02:00:00 +0000 UTC,293.493,293.493,293.493,988,53,4,203,92,overcast clouds
2016-04-22 03:00:00 +0000 UTC,293.493,293.493,293.493,988,53,4,203,92,overcast clouds
2016-04-22 04:00:00 +0000 UTC,292.343,292.343,292.343,987,61,4,213,88,overcast clouds
2016-04-22 05:00:00 +0000 UTC,292.343,292.343,292.343,987,61,4,213,88,overcast clouds
2016-04-22 06:00:00 +0000 UTC,292.343,292.343,292.343,987,61,4,213,88,overcast clouds
2016-04-22 07:00:00 +0000 UTC,290.392,290.392,290.392,987,83,3,224,88,light rain
2016-04-22 08:00:00 +0000 UTC,290.392,290.392,290.392,987,83,3,224,88,light rain
2016-04-22 09:00:00 +0000 UTC,290.392,290.392,290.392,987,83,3,224,88,light rain
2016-04-22 10:00:00 +0000 UTC,290.754,290.754,290.754,986,81,3,207,88,overcast clouds
2016-04-22 11:00:00 +0000 UTC,290.754,290.754,290.754,986,81,3,207,88,overcast clouds
2016-04-22 12:00:00 +0000 UTC,290.754,290.754,290.754,986,81,3,207,88,overcast clouds
2016-04-22 13:00:00 +0000 UTC,288.202,288.202,288.202,988,100,3,234,92,moderate rain
2016-04-22 14:00:00 +0000 UTC,288.202,288.202,288.202,988,100,3,234,92,moderate rain
2016-04-22 15:00:00 +0000 UTC,290.974,290.974,290.974,988,87,3,210,88,light rain
2016-04-22 16:00:00 +0000 UTC,290.974,290.974,290.974,988,87,3,210,88,light rain
2016-04-22 17:00:00 +0000 UTC,291.79,291.15,292.15,1015,82,3,200,90,overcast clouds
2016-04-22 18:00:00 +0000 UTC,293.45,292.15,295.93,1014,68,3,200,90,moderate rain
2016-04-22 18:00:00 +0000 UTC,293.45,292.15,295.93,1014,68,3,200,90,thunderstorm
2016-04-22 19:00:00 +0000 UTC,293.48,288.15,296.48,1012,60,8,230,75,thunderstorm
2016-04-22 19:00:00 +0000 UTC,293.48,288.15,296.48,1012,60,8,230,75,moderate rain
2016-04-22 21:00:00 +0000 UTC,291.2,290.37,292.15,1013,77,1,200,40,light rain
2016-04-22 22:00:00 +0000 UTC,291.19,289.82,292.15,1013,77,1,220,90,light rain
2016-04-23 00:00:00 +0000 UTC,289.9,289.15,291.15,1014,87,3,40,75,broken clouds
2016-04-23 01:00:00 +0000 UTC,289.11,288.15,290.15,1013,87,2,350,75,broken clouds
2016-04-23 02:00:00 +0000 UTC,288.41,287.15,289.15,1015,93,1,340,90,mist
2016-04-23 04:00:00 +0000 UTC,287.09,286.48,287.59,1016,93,1,345,90,fog
2016-04-23 05:00:00 +0000 UTC,286.41,285.15,287.15,1016,100,1,345,90,fog
2016-04-23 06:00:00 +0000 UTC,285.78,284.15,286.48,1015,100,2,350,40,mist
2016-04-23 06:00:00 +0000 UTC,285.78,284.15,286.48,1015,100,2,350,40,fog
2016-04-23 07:00:00 +0000 UTC,285.58,285.15,286.48,1015,100,1,351,90,fog
2016-04-23 08:00:00 +0000 UTC,284.69,283.71,285.93,1016,93,1,351,90,fog
2016-04-23 08:00:00 +0000 UTC,284.69,283.71,285.93,1016,93,1,351,90,mist
2016-04-23 09:00:00 +0000 UTC,284.84,284.15,285.37,1015,93,2,350,20,mist
2016-04-23 09:00:00 +0000 UTC,284.84,284.15,285.37,1015,93,2,350,20,fog
2016-04-23 10:00:00 +0000 UTC,283.97,283.71,284.15,1016,100,1,300,90,light rain
2016-04-23 10:00:00 +0000 UTC,283.97,283.71,284.15,1016,100,1,300,90,mist
2016-04-23 10:00:00 +0000 UTC,283.97,283.71,284.15,1016,100,1,300,90,fog
2016-04-23 11:00:00 +0000 UTC,284.33,283.15,285.37,1016,93,2,0,40,mist
2016-04-23 11:00:00 +0000 UTC,284.33,283.15,285.37,1016,93,2,0,40,fog
2016-04-23 12:00:00 +0000 UTC,285.29,283.71,287.04,1017,93,2,0,40,mist
2016-04-23 12:00:00 +0000 UTC,285.29,283.71,287.04,1017,93,2,0,40,fog
2016-04-23 13:00:00 +0000 UTC,287.2,286.15,288.15,1017,87,3,20,40,scattered clouds
2016-04-23 14:00:00 +0000 UTC,288.97,286.15,290.93,1018,77,3,20,75,broken clouds
2016-04-23 15:00:00 +0000 UTC,289.67,288.15,291.15,1019,82,2,10,90,overcast clouds
2016-04-23 17:00:00 +0000 UTC,292.2,290.15,294.82,1018,63,5,340,75,broken clouds
2016-04-23 18:00:00 +0000 UTC,292.99,292.04,294.26,1018,59,2,360,90,overcast clouds
2016-04-23 19:00:00 +0000 UTC,294.39,293.15,295.93,1018,56,3,50,75,broken clouds
2016-04-23 21:00:00 +0000 UTC,294.54,293.71,296.15,1017,49,3,40,40,scattered clouds
2016-04-23 22:00:00 +0000 UTC,294.54,292.15,296.15,1016,46,4,10,20,few clouds
2016-04-23 23:00:00 +0000 UTC,293.58,292.15,295.15,1018,52,2,10,1,sky is clear
2016-04-24 01:00:00 +0000 UTC,289.64,287.15,291.15,1019,76,2,6,1,sky is clear
2016-04-24 02:00:00 +0000 UTC,288.77,287.59,289.26,1017,63,3,20,1,sky is clear
2016-04-24 03:00:00 +0000 UTC,288.03,287.59,288.15,1018,67,3,50,1,sky is clear
2016-04-24 04:00:00 +0000 UTC,286.89,286.15,287.15,1018,71,2,40,1,sky is clear
2016-04-24 05:00:00 +0000 UTC,286.21,285.37,287.15,1017,71,3,50,1,sky is clear
2016-04-24 06:00:00 +0000 UTC,285.37,284.82,286.15,1017,76,3,30,1,sky is clear
2016-04-24 07:00:00 +0000 UTC,284.07,280.15,286.15,1019,100,1,13,1,sky is clear
2016-04-24 08:00:00 +0000 UTC,283.77,282.59,284.26,1018,87,2,40,1,sky is clear
2016-04-24 09:00:00 +0000 UTC,282.83,280.15,284.15,1020,100,1,13,90,fog
2016-04-24 10:00:00 +0000 UTC,282.84,282.15,283.15,1018,87,4,30,1,sky is clear
2016-04-24 11:00:00 +0000 UTC,282.31,282.04,282.59,1019,93,2,360,1,sky is clear
2016-04-24 12:00:00 +0000 UTC,284.02,283.15,285.37,1020,81,3,30,1,sky is clear
2016-04-24 13:00:00 +0000 UTC,286.92,285.93,288.15,1020,76,2,50,1,sky is clear
2016-04-24 14:00:00 +0000 UTC,288.91,288.15,290.37,1020,67,2,0,1,sky is clear
2016-04-24 15:00:00 +0000 UTC,290.83,289.15,293.71,1020,67,1,66,1,sky is clear
2016-04-24 16:00:00 +0000 UTC,292.52,290.93,294.82,1020,48,1,66,1,sky is clear
2016-04-24 17:00:00 +0000 UTC,294.9,293.15,297.04,1019,43,2,280,1,sky is clear
2016-04-24 18:00:00 +0000 UTC,296.74,295.37,298.71,1018,36,1,150,1,sky is clear
2016-04-24 19:00:00 +0000 UTC,297.34,295.93,298.71,1017,44,4,280,1,sky is clear
2016-04-24 20:00:00 +0000 UTC,298.32,297.04,299.26,1016,34,3,180,1,sky is clear
2016-04-24 21:00:00 +0000 UTC,299.02,298.15,299.82,1016,36,1,0,1,sky is clear
2016-04-24 22:00:00 +0000 UTC,298.77,298.15,299.26,1015,36,2,170,1,sky is clear
2016-04-24 23:00:00 +0000 UTC,297.9,296.48,299.26,1015,36,1,220,1,sky is clear
2016-04-25 01:00:00 +0000 UTC,292.63,289.15,295.15,1016,72,1,230,1,sky is clear
2016-04-25 02:00:00 +0000 UTC,291.54,290.93,292.15,1016,63,2,140,1,sky is clear
2016-04-25 03:00:00 +0000 UTC,290.03,286.15,292.15,1017,87,1,230,1,sky is clear
2016-04-25 04:00:00 +0000 UTC,289.14,285.15,291.15,1016,68,1,230,1,sky is clear
2016-04-25 05:00:00 +0000 UTC,288.34,285.15,290.15,1016,72,2,190,1,sky is clear
2016-04-25 06:00:00 +0000 UTC,287.58,283.15,290.15,1017,100,2,190,1,sky is clear
2016-04-25 07:00:00 +0000 UTC,286.88,283.15,289.15,1017,93,2,177,1,sky is clear
2016-04-25 08:00:00 +0000 UTC,286.76,283.15,289.15,1016,72,1,170,75,broken clouds
2016-04-25 09:00:00 +0000 UTC,286.54,285.37,287.15,1016,82,2,177,75,broken clouds
2016-04-25 10:00:00 +0000 UTC,285.48,282.15,287.04,1018,100,1,172,1,sky is clear
2016-04-25 11:00:00 +0000 UTC,286.05,285.15,287.04,1017,87,1,40,75,broken clouds
2016-04-25 12:00:00 +0000 UTC,287.53,284.15,289.15,1019,93,1,172,75,broken clouds
2016-04-25 13:00:00 +0000 UTC,290.13,288.15,293.15,1018,82,2,210,75,broken clouds
2016-04-25 15:00:00 +0000 UTC,294.73,293.71,296.48,1018,53,3,160,75,broken clouds
2016-04-25 16:00:00 +0000 UTC,296.26,294.82,298.15,1017,50,4,221,90,overcast clouds
2016-04-25 17:00:00 +0000 UTC,298.07,296.48,300.37,1016,41,5,160,75,broken clouds
2016-04-25 18:00:00 +0000 UTC,299.04,297.59,300.37,1016,41,5,170,40,scattered clouds
2016-04-25 19:00:00 +0000 UTC,299.62,298.15,300.93,1016,36,3,200,20,few clouds
2016-04-25 21:00:00 +0000 UTC,300.15,298.71,301.15,1013,34,4,190,40,scattered clouds
2016-04-25 22:00:00 +0000 UTC,300.13,299.82,300.37,1013,34,7,220,20,few clouds
2016-04-25 23:00:00 +0000 UTC,299.19,298.15,300.15,1013,36,3,220,1,sky is clear
2016-04-26 00:00:00 +0000 UTC,297.6,295.93,299.15,1013,38,4,250,20,few clouds
2016-04-26 01:00:00 +0000 UTC,295.42,294.15,296.15,1013,49,3,250,20,few clouds
2016-04-26 02:00:00 +0000 UTC,294.16,292.59,295.15,1014,53,2,210,20,few clouds
2016-04-26 03:00:00 +0000 UTC,292.42,289.15,294.15,1014,60,3,230,20,few clouds
2016-04-26 04:00:00 +0000 UTC,292.29,290.37,293.15,1014,60,2,240,40,scattered clouds
2016-04-26 05:00:00 +0000 UTC,291.51,289.82,292.15,1014,68,3,230,40,scattered clouds
2016-04-26 06:00:00 +0000 UTC,290.43,287.15,292.15,1014,68,3,230,20,few clouds
2016-04-26 07:00:00 +0000 UTC,289.24,285.15,291.15,1013,100,2,216,1,sky is clear
2016-04-26 08:00:00 +0000 UTC,288.86,285.15,290.37,1013,77,3,230,1,sky is clear
2016-04-26 09:00:00 +0000 UTC,288.63,284.15,291.15,1014,100,2,216,1,sky is clear
2016-04-26 11:00:00 +0000 UTC,288.37,284.15,290.37,1015,100,2,216,1,sky is clear
2016-04-26 12:00:00 +0000 UTC,289.98,289.15,290.37,1015,77,2,216,75,broken clouds
2016-04-26 13:00:00 +0000 UTC,291.18,289.15,292.59,1015,82,4,223,90,overcast clouds
2016-04-26 14:00:00 +0000 UTC,292.37,291.15,293.71,1016,72,2,230,90,overcast clouds
2016-04-26 20:00:00 +0000 UTC,300.43,298.71,301.48,1012,50,2,170,75,broken clouds
2016-04-26 22:00:00 +0000 UTC,300.9,299.82,301.48,1011,45,4,180,40,scattered clouds
2016-04-27 00:00:00 +0000 UTC,299.52,298.15,301.15,1010,50,3,220,1,sky is clear
2016-04-27 02:00:00 +0000 UTC,295.8,293.15,298.15,1010,77,1,218,1,sky is clear
2016-04-27 04:00:00 +0000 UTC,293.22,290.15,294.82,1011,93,1,218,1,sky is clear
2016-04-27 05:00:00 +0000 UTC,294.11,293.71,294.26,1011,64,2,220,75,broken clouds
2016-04-27 08:00:00 +0000 UTC,292.47,291.15,293.15,1011,77,2,195,40,scattered clouds
2016-04-27 09:00:00 +0000 UTC,291.27,289.15,293.15,1011,93,2,195,1,sky is clear
2016-04-27 10:00:00 +0000 UTC,291.61,289.15,293.15,1011,72,2,230,90,overcast clouds
